word,form_norm,aoa_mean,prevalence,known_pct,freq_log,cd,concreteness,aoa_mean_source_varid,prevalence_source_varid,known_pct_source_varid,freq_log_source_varid,cd_source_varid,concreteness_source_varid,difficulty_label_0_100_pca,difficulty_label_0_100,frequency,freq_log1p,difficulty_freq_0_100,freq_weight_used
dew,dew,7.37,2.129837740072136,0.988290398126464,3.093675734866628,175.0,4.38,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,35.13756271754495,54.799598746876825,1.0,0.6931471805599453,91.31480851563603,0.35
dialect,dialect,11.5,2.0079368754291407,0.9824999999999996,3.001087095641214,158.0,2.67,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,38.47019586884952,50.36963534474248,8.0,2.1972245773362196,72.46859437140081,0.35
diamond,diamond,6.47,2.4453907987383694,0.9977426636568848,4.3899898382198685,2089.0,4.89,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,27.669305506555403,42.88699501877622,9.0,2.302585092994046,71.14841839861488,0.35
diarrhea,diarrhea,,1.9354119908776828,0.9783132530120482,1.3947057305306092,4.0,4.52,,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,41.557507331520526,41.557507331520526,,,,0.0
die,die,4.53,2.333695908533073,0.9951456310679608,4.8996928178758345,8675.0,3.07,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,20.72389635549286,24.659980253926268,227.0,5.429345628954441,31.96985035101688,0.35
different,different,5.5,2.5758293035489,1.0,5.65585911951867,28678.0,1.97,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,10.294049804440261,11.418954338658317,994.0,6.902742737158593,13.508062759348993,0.35
difficult,difficult,5.85,2.3319013328592977,0.9950980392156864,5.40469172809282,21169.0,2.21,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,15.764807429074034,18.226971818688043,473.0,6.161207321695077,22.799562827971197,0.35
dig,dig,4.19,2.5758293035489,1.0,4.436098415688834,3591.0,4.33,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,23.09930530546155,36.07710140496299,23.0,3.1780538303479458,60.17872273260853,0.35
diligent,diligent,11.78,2.0143710808481674,0.9828431372549022,2.880427157012189,139.0,1.69,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,37.844342689230416,48.70119272394014,11.0,2.4849066497880004,68.86391421697249,0.35
dilute,dilute,12.11,1.9729610513118847,0.9805555555555556,2.886067424364882,133.0,3.1,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,40.31556239341601,55.12548151666564,3.0,1.3862943611198906,82.62961703127209,0.35
diminish,diminish,10.95,2.010369845272146,0.9826302729528538,3.0723126832511025,223.0,2.5,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,37.43002536437087,42.444582759034304,46.0,3.8501476017100584,51.75733220626639,0.35
dingo,dingo,11.29,1.5428214264585658,0.9429928741092632,2.488127415692844,36.0,4.73,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,47.080290549941815,47.080290549941815,,,,0.0
dinner,dinner,3.99,2.33891906428683,0.9952830188679248,4.770296193997486,6576.0,4.5,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,22.974890479687694,28.29340057791954,138.0,4.9344739331306915,38.17063361749297,0.35
dinosaur,dinosaur,4.91,2.3107021019180833,0.9945205479452052,3.9799407938963847,657.0,4.87,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,28.834675971004536,44.623088322570794,7.0,2.0794415416798357,73.94442554690812,0.35
dip,dip,7.0,2.441505433725748,0.9976635514018696,4.222462593509226,2378.0,4.22,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,27.83737144118262,38.977818354853895,24.0,3.2188758248682006,59.667219765957704,0.35
direction,direction,6.68,2.3323525603450435,0.995110024449878,4.687581779839487,6961.0,2.79,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,23.723501192528637,17.59982497039271,1778.0,7.483806687665835,6.227283414997419,0.35
dirt,dirt,3.83,2.3195267550862173,0.994764397905759,3.996982814830802,1433.0,4.86,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,27.384582559486198,40.640710585556484,15.0,2.772588722239781,65.25923406254417,0.35
dirty,dirty,4.55,2.426007436876863,0.9973404255319146,4.571606916921956,4940.0,4.23,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,23.635831399844108,34.2966347899534,38.0,3.6635616461296463,54.09526965729923,0.35
disappear,disappear,5.37,2.1707559922727255,0.98992443324937,4.209485876276414,2686.0,2.86,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,26.54215153361334,32.518352966354165,89.0,4.499809670330265,43.617012770015705,0.35
disappointment,disappointment,8.32,2.431149076361229,0.9974489795918368,4.155278984475004,2280.0,1.93,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,26.58159155639596,26.58159155639596,,,,0.0
discipline,discipline,7.7,2.4412380621026406,0.9976580796252928,4.110709074165408,1682.0,2.24,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,26.588034508516788,31.178248678889943,122.0,4.812184355372417,39.70293213815437,0.35
disease,disease,7.55,2.5758293035489,1.0,4.491268168904744,3092.0,3.45,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,25.33963526919955,26.500735857740302,296.0,5.6937321388027,28.65706552217313,0.35
disgrace,disgrace,8.22,2.4308382313572894,0.9974424552429668,3.773829876601001,1015.0,2.11,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,28.300882562879377,28.300882562879377,,,,0.0
disgust,disgust,7.68,2.249943143617494,0.9927007299270076,3.262762092353651,333.0,2.19,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,31.101970114224947,45.5802886042365,8.0,2.1972245773362196,72.46859437140081,0.35
disgusting,disgusting,6.06,2.426007436876863,0.9973404255319146,4.292442755876037,2747.0,2.21,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,24.119605134488936,24.119605134488936,,,,0.0
dish,dish,4.89,2.5758293035489,1.0,4.937556044712621,3082.0,4.9,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,23.065965716486183,33.2986492047489,44.0,3.8066624897703196,52.30220425437966,0.35
disobedient,disobedient,6.63,2.224756918185202,0.9918699186991872,2.3391884026807777,36.0,2.19,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,33.2958747400644,33.2958747400644,,,,0.0
dispute,dispute,12.05,2.24081633064227,0.9924050632911394,4.0548119522538535,1579.0,2.9,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,33.58754946021922,38.39210598601785,66.0,4.204692619390966,47.314853819643886,0.35
distance,distance,6.81,2.4417717322926076,0.9976689976689976,4.640958042829931,5747.0,3.17,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,23.99588591965535,29.387671586314195,125.0,4.836281906951478,39.4009878243949,0.35
disturb,disturb,8.22,2.421194135855663,0.9972375690607732,3.7034835041953302,895.0,3.04,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,29.817156584922134,38.314496160254116,38.0,3.6635616461296463,54.09526965729923,0.35
ditch,ditch,6.22,2.5758293035489,1.0,3.9158438142346457,1146.0,4.5,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,27.739479205863283,45.1728484792789,5.0,1.791759469228055,77.54910570133646,0.35
dive,dive,7.21,2.2425689697917233,0.992462311557789,4.256001124057305,1843.0,4.03,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,29.40038627494617,54.11025107871501,0.0,0.0,100.0,0.35
divide,divide,7.16,2.438224232278959,0.997596153846154,2.4756711883244296,247.0,,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,Brysbaert-2009-Frequency-ENGLISH_FREQUENCY_LOG,Brysbaert-2009-Frequency-ENGLISH_CD,,34.21035985780217,35.66001517663658,136.0,4.919980925828125,38.35223219732905,0.35
divorce,divorce,8.9,2.5758293035489,1.0,4.0169197534969046,1203.0,3.25,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,28.51546985323023,35.095254241475004,66.0,4.204692619390966,47.314853819643886,0.35
dizzy,dizzy,5.5,2.199564082708868,0.990990990990991,3.982192195941573,946.0,2.59,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,27.326110427109327,44.22812650569638,6.0,1.9459101490553132,75.61758493735805,0.35
do,do,3.6,2.416434347099876,0.9971346704871058,6.854458171587728,43565.0,2.46,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,2.0656757823467067,1.3426892585253594,5932.0,8.688285266258644,0.0,0.35
doctor,doctor,4.6,2.2465833590028135,0.9925925925925924,5.021887177678137,6886.0,4.69,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,23.661971477997255,24.690146087331343,349.0,5.857933154483459,26.599613218951788,0.35
dog,dog,2.8,2.4390596584580764,0.9976133651551314,5.168214255118486,8739.0,4.85,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,19.549185179412973,26.56748606516986,123.0,4.820281565605037,39.60147342443264,0.35
doll,doll,3.68,2.5758293035489,1.0,4.072312683251102,1120.0,5.0,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,25.314963184827064,42.33527501155544,7.0,2.0794415416798357,73.94442554690812,0.35
dolphin,dolphin,6.05,2.4253385294904746,0.9973262032085564,3.769820415222834,473.0,4.96,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,29.94341422623804,29.94341422623804,,,,0.0
dominoes,dominoes,7.703040000000001,1.9484787727136847,0.9791122715404704,3.109035490275842,151.0,4.66,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,37.343974505503326,37.343974505503326,,,,0.0
donate,donate,8.2,2.0753626055042473,0.9858823529411762,2.3096301674258988,144.0,,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,Brysbaert-2009-Frequency-ENGLISH_FREQUENCY_LOG,Brysbaert-2009-Frequency-ENGLISH_CD,,38.71816490207318,45.71281923133299,26.0,3.295836866004329,58.702891557101225,0.35
donkey,donkey,6.0,2.440157712718221,0.9976359338061468,3.989540086113927,974.0,5.0,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,28.981237198865006,44.20181220925254,8.0,2.1972245773362196,72.46859437140081,0.35
door,door,3.05,2.2360447924097784,0.992248062015504,5.259750452223708,15360.0,4.81,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,19.134293986989103,25.990523466533773,132.0,4.890349128221754,38.723521071402445,0.35
doorknob,doorknob,4.7,2.237851062675302,0.9923076923076926,2.2142496660724778,29.0,4.97,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,35.17978054610395,35.17978054610395,,,,0.0
doorpost,doorpost,7.56,1.3421171591183323,0.9143646408839776,1.2977957175225527,3.0,4.7,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,49.442791767715974,49.442791767715974,,,,0.0
doubt,doubt,8.79,2.425338529490458,0.997326203208556,4.892022475003467,10801.0,1.79,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,22.10682408329794,27.697719802206805,139.0,4.941642422609304,38.08081185160898,0.35
dough,dough,6.63,2.325873193977374,0.9949367088607598,4.045013253662546,766.0,4.79,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,30.11087803272796,30.11087803272796,,,,0.0
dove,dove,6.63,2.5758293035489,1.0,3.4599118585849213,337.0,4.88,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,30.333963947909353,54.71707656614108,0.0,0.0,100.0,0.35
down,down,4.93222,2.226693847083724,0.9919354838709682,6.090157635814151,37907.0,3.52,Kuperman-2012-AoA-ENGLISH_AOA_MEAN,Brysbaert-2019-Prevalence-ENGLISH_PREVALENCE,Brysbaert-2019-Prevalence-ENGLISH_KNOWN_PERCENTAGE,VanHeuven-2014-Frequency-ENGLISH_FREQUENCY_LOG,VanHeuven-2014-Frequency-ENGLISH_CD,Brysbaert-2014-Concreteness-ENGLISH_CONCRETENESS_MEAN,10.323007698023497,12.683283649946388,748.0,6.618738983517219,17.06665327494604,0.35
